"","GEO.id","GEO.id2","GEO.display.label","YEAR","HC01_VC05","HC01_VC64","HC01_VC117","HC01_VC118","HC01_VC119","HC01_VC120","HC01_VC121","HC01_VC122","HC01_VC123","HC01_VC124","HC01_VC125","HC01_VC192","HC01_VC193","HC01_VC194","HC01_VC195","HC01_VC196","HC01_VC197"
"691","1400000US11001009700",11001009700,"Census Tract 97, District of Columbia, District of Columbia","2014",239,652,10,19,14,93,258,42,0,0,233100,35,74,76,69,31,313
"692","1400000US11001009801",11001009801,"Census Tract 98.01, District of Columbia, District of Columbia","2014",212,585,0,6,48,38,41,12,0,0,165900,62,50,54,43,75,264
"693","1400000US11001009802",11001009802,"Census Tract 98.02, District of Columbia, District of Columbia","2014",307,396,18,39,25,22,58,6,0,0,177300,19,21,51,70,24,192
"694","1400000US11001009803",11001009803,"Census Tract 98.03, District of Columbia, District of Columbia","2014",261,1041,0,8,9,15,63,32,0,0,255000,96,56,84,140,102,515
"695","1400000US11001009804",11001009804,"Census Tract 98.04, District of Columbia, District of Columbia","2014",101,630,7,51,33,44,137,70,4,5,223000,25,54,83,9,82,329
"696","1400000US11001009807",11001009807,"Census Tract 98.07, District of Columbia, District of Columbia","2014",329,754,18,35,43,121,244,59,36,8,222100,69,25,142,105,90,306
"697","1400000US11001009810",11001009810,"Census Tract 98.10, District of Columbia, District of Columbia","2014",150,975,9,35,0,17,12,13,0,0,99500,68,8,125,219,15,487
"698","1400000US11001009811",11001009811,"Census Tract 98.11, District of Columbia, District of Columbia","2014",338,1574,0,13,29,62,105,0,0,0,200300,74,164,174,93,254,713
"699","1400000US11001009901",11001009901,"Census Tract 99.01, District of Columbia, District of Columbia","2014",136,200,41,0,9,8,239,390,75,14,337600,8,35,9,67,0,58
"700","1400000US11001009902",11001009902,"Census Tract 99.02, District of Columbia, District of Columbia","2014",187,325,44,37,33,139,478,91,13,0,228100,38,9,21,32,0,192
"701","1400000US11001009903",11001009903,"Census Tract 99.03, District of Columbia, District of Columbia","2014",81,327,26,0,18,91,139,93,13,0,243000,56,85,41,9,35,68
"702","1400000US11001009904",11001009904,"Census Tract 99.04, District of Columbia, District of Columbia","2014",409,593,17,19,3,79,108,38,14,0,214600,104,44,63,66,29,226
"703","1400000US11001009905",11001009905,"Census Tract 99.05, District of Columbia, District of Columbia","2014",302,628,7,30,78,125,57,118,0,31,182300,78,34,62,79,45,250
"704","1400000US11001009906",11001009906,"Census Tract 99.06, District of Columbia, District of Columbia","2014",127,387,6,8,32,107,63,33,0,0,179600,35,32,64,30,47,117
"705","1400000US11001009907",11001009907,"Census Tract 99.07, District of Columbia, District of Columbia","2014",158,837,31,6,8,11,159,6,0,0,223300,154,69,21,112,40,300
"706","1400000US11001010100",11001010100,"Census Tract 101, District of Columbia, District of Columbia","2014",307,1333,11,0,10,10,28,223,149,0,415800,153,191,229,151,124,418
"707","1400000US11001010200",11001010200,"Census Tract 102, District of Columbia, District of Columbia","2014",275,884,20,0,0,0,86,101,235,0,520100,118,172,151,126,78,212
"708","1400000US11001010300",11001010300,"Census Tract 103, District of Columbia, District of Columbia","2014",160,543,26,0,9,21,4,360,178,14,445700,18,85,78,77,8,220
"709","1400000US11001010400",11001010400,"Census Tract 104, District of Columbia, District of Columbia","2014",215,1131,36,32,0,86,270,36,0,0,254000,77,114,15,176,90,554
"710","1400000US11001010500",11001010500,"Census Tract 105, District of Columbia, District of Columbia","2014",75,1413,0,0,0,53,263,485,24,17,334900,216,206,73,265,76,461
"711","1400000US11001010600",11001010600,"Census Tract 106, District of Columbia, District of Columbia","2014",247,1505,24,0,6,0,86,302,296,0,459900,111,213,164,125,177,652
"712","1400000US11001010700",11001010700,"Census Tract 107, District of Columbia, District of Columbia","2014",175,975,0,0,0,0,0,62,98,5,573200,83,107,80,65,124,404
"713","1400000US11001010800",11001010800,"Census Tract 108, District of Columbia, District of Columbia","2014",168,786,0,0,0,15,78,11,0,0,254400,43,49,58,61,39,439
"714","1400000US11001010900",11001010900,"Census Tract 109, District of Columbia, District of Columbia","2014",276,1106,0,11,25,0,0,0,0,0,132000,75,82,88,125,92,632
"715","1400000US11001011000",11001011000,"Census Tract 110, District of Columbia, District of Columbia","2014",361,828,58,34,172,151,318,408,165,45,282300,190,109,147,49,65,268
"716","1400000US11001011100",11001011100,"Census Tract 111, District of Columbia, District of Columbia","2014",232,529,18,0,36,34,298,609,142,0,341700,38,62,98,22,46,232
